yof_08421_00541566668	Ẹnikẹ́ni tí ìwọ́ bá ní ipá láti ṣe ìrànlọ́wọ́ fún òun ni ẹnìkejì re.
yof_02121_00430575678	Láfún ni a jẹ.
yof_05223_01265600293	Mo ra ìwé mẹ́ta níbẹ̀.
yof_07508_02028350467	Ìsọkúsọ Àmọ́dù ti pọ̀ jù.
yof_03397_01872041694	Kí ló dé tò ń pè mí lánàá?
yof_07505_00786155626	Orí àdògán ni wọ́n ti ń rokà.
yof_03349_00647645032	Òòrùn ò tíì wọ̀ tán.
yof_00295_01218799887	Kí ló dé tí àwọn kan ma ń bínú tí wọ́n bá̀ ṣàpèjúwe wọn gẹ́gẹ́ bí i è̀nìyàn sísanra?
yof_00610_01629839776	Mo ní’fẹ̀ẹ́ bí o ṣe máa ń rẹ́rìn-ín.
yof_09697_00051282220	Mo fẹ́ ra ẹyin bíbọ̀.
yof_08784_00262412228	Ilé epo náà tóbi, ẹ̀bá ọ̀nà ló wà.
yof_09697_00541693597	Owó ni kókó o.
yof_02484_00918570975	Ojúbọ òrìṣà ni owó náà wà.
yof_06136_02111299993	Àdúrà gbogbo òbí ni kí ọmọ wọ́n ṣ’oríire.
yof_07508_00372321037	Ra ọtí tàbí ẹmu fún wa.
yof_05223_00729229036	Yòrùbá bọ̀ wọ́n ní, “Kò sí bí a ó ṣe se ebòlò tí kò ní rungbẹ́.”
yof_07049_00005976462	Kò ye ká máa sọ̀rọ̀ ṣàkàṣàkà torí a ò mọ ẹni tó lè ranni lọ́wọ́.
yof_03397_01766137260	Kò rí oorun sùn lálẹ́ àná; èyí múu bínú.
yof_01208_00465594715	Ọ̀gọ̀njọ́ òru ni àwọn eléyi tún pariwo.
yof_08784_00954030997	Ó ti jẹ gbèsè púpọ̀.
yof_03034_01273576086	Mọ fẹ́ràn ẹlẹ́dẹ̀.
yof_07049_00780329259	Ó ti sá lọ, ọ̀rọ̀ náà kọjá ohun tí agbára rẹ̀ ká.
yof_01208_01820644403	Àdùkẹ́ ti sanra ju ọjọ́ orí rẹ̀ lọ.
yof_09697_01619753437	Mi ò nífẹ̀ẹ́ sí àti máa jẹ ìgbá, mo nífẹ ọsàn dípò rẹ̀.
yof_06136_01387293319	Ṣe o ti rí ìdí tí kò fi lè tètè ní ọ̀rẹ́kùnrin.
yof_03034_01814831512	Ṣé wàá jẹ́ bàbá àwọn ọmọ mi?
yof_09334_01280964020	Orí ẹní ni mo sùn mọ́jú.
yof_00295_00962828791	Màá máa wá wò yìn nílé láìpẹ́.
yof_04310_00972463444	Ọ̀la ni ìsimi ọlọ́jọ́ gbọọrọ máa bẹ̀rẹ̀.
yof_00610_01577121951	Ọláwùnmí jẹ́ ẹni tí ó ní ìrẹ̀lẹ́.
yof_05223_00056237070	Olórí ilé aṣòfin wà ní agbègbè náà.
yof_03397_00200180185	Gbogbo èyí ni mo ti ṣe fún ẹ, ǹjẹ́ ìwọ́ lè ṣe èyí fún mi?
yof_08421_00109898102	Kòkòrò ààrùn tí ò gbóògun ti pọ̀ ní ìlú yìí.
yof_08421_01272422037	Dọ́kítà sọ pé àwọn oní gbèsè òun ò tí sanwó.
yof_06136_01778543902	Bá mi bu omi mímu wá nínu ìkòkò tó wà l'ábàáwọlé.
yof_05223_01893825453	Ṣé o wà ní oríi Twitter?
yof_00295_01512514976	Bàbá àti màmá ti lọ sí òde òkú àwọn Ṣeun.
yof_09334_00731284092	Dáre ni akọ̀wé ẹgbẹ́ akọrin inú ìjọ wa.
yof_03349_01957803301	Kò s’ẹ́ni tó mọ Ifá tán.
yof_07049_01581353881	A ti gé igi kan lulẹ̀.
yof_07508_01068871540	Ìyẹn náà ni pé àwọn ìlú kékèké nínú igbó yìí náà máa ń lo iná ìjọba.
yof_07049_00346398042	Ẹyẹlé funfun kìí bí dúdú.
yof_07508_01046082859	Ẹranko burúkú kan ló pa àwọn ẹran náà jẹ.
yof_06136_00852892464	Mo ò dára nínú eré bọ́ọ̀lù gbígbá.
yof_07505_01241206877	Lọ mú àtòrì wá l’ẹ́yìn ilẹ̀kùn.
yof_09697_00764365820	Imú ọmọ ìkókó náà dọ̀tí.
yof_09697_00110824256	Ìsàlè àpótí ni màmá máa ń kó àwọn aṣọ olówó iyebíye wọn sí.
yof_02436_00390279056	Ilé ìfowópamọ́ yapa nì agbègbè Adéọlá Ọdẹ́kù.
yof_00295_01557845803	Ìdíje ńlá gbáà ni àwọn ẹgbẹ ọdẹ ń fi Ìrèmọ̀jé Ògún ṣe.
yof_03349_01003076462	Nígbà tí ènìyàn tó burú báyì bá ń ronú kó jáwọ́ nínú ìwà ìbàjẹ́, mélòómélòó ìwọ.
yof_07505_00506347447	Àkìtàn ọ̀hún wà níwájú.
yof_07049_00531290381	Alágídí l’ọmọ náà, ó fi jọ ẹ̀gbọ́n rẹ̀ ni.
yof_01208_00769499782	Èyí já sí pé, gbogbo ìmọ̀ pátá ló ń bẹ nínú ifá.
yof_07049_01263861207	Ọ̀la ni ọdún iléyá ní Ìjẹ̀bú Òde.
yof_08784_00834464098	Yà sí apá ọ̀tún tí o bá dé Òpópónà Ìṣẹ́ri.
yof_07505_01563772970	Àgbàlá Bàbá Fọlákẹ́ ni àwọn ọmọ ti máa ń ṣ’eré ní ìrọ̀lẹ́.
yof_01208_01799058721	Ṣùgbọ́n, mo já èso kan lórí igi.
yof_09334_00945584178	Nínú gbogbo ilé ìwòsàn agbègbè yìí, ti ọ̀nà òpópónà òkìtìpupa ni ó dára díẹ̀.
yof_00610_00323846488	Mo ti lo rí ọ̀gá mi kan lorí ọ̀rọ̀ ọ̀hún.
yof_08784_00234951176	Àǹkárá olójúméje ni Ṣaléwá wọ̀.
yof_08421_00569449972	Folúkẹ́ ti múra tán kí àwọn àlejòo rẹ̀ tó dé.
yof_07049_00917793398	Ọmọ yìí ò ní àpọ́nlé kankan rárá.
yof_08784_01482844097	Ṣé o lè yá mi l’ówó títí di ìparí oṣù.
yof_02484_01654910843	Jọláadé kìí yẹ́ ṣerépá.
yof_02436_01334427540	Adéògún ti d’ọjà nù.
yof_03034_00097168549	Èròjà tí a fẹ́ fi se ọbẹ̀ kò tí ì pé o.
yof_02121_01181146012	Ó le kú, ìjà ọ̀rẹ̀.
yof_00295_01069902556	Ọkàn mí wúwo púpọ̀.
yof_09697_00613262603	Ẹ jẹ́ ká sùn díẹ̀, ṣùgbọ́n oorun ò kùn mí.
yof_06136_00089680530	Bíléèdì gé ọmọ náà ní’ka.
yof_04310_01758880915	Mí ò ṣeré o; òdodo ọ̀rọ̀ ni.
yof_08421_00296052354	Tí mo bá ti wà lẹ́gbẹ̀ẹ́ Ọlájùwọ́n, ara rẹ kì í lélẹ̀.
yof_00295_01733959908	Fi ara balẹ̀ ṣá, má ṣè’jọ̀gbọ̀n.
yof_03034_01157942821	Eéwo mú mi lábẹ́ etí.
yof_07505_00414690798	Àwọn Àbẹ̀gbé yóò tó dé láti Ísírẹ́lì ní ọ̀sẹ̀ méjì sí òní.
yof_03397_01041264034	Àwọn ọmọ ẹgbẹ́ kò káàárẹ̀ láti máa wá sí ìpàdé.
yof_07508_00574923742	Mo ò tíì wẹ láti àárọ̀.
yof_07505_02028522943	Ṣé o fẹ́ràn aṣọ tí ẹ̀gbọ́n rẹ fi ránṣẹ́ láti òkè òkun?
yof_09697_01488879069	Ìkọ̀tún ni ibi tí àwọn ayálégbé wa tẹ́lẹ̀ ń gbé báyìí.
yof_07508_01194071814	Ìkọ̀ta ni ilé tí Similólúwa ń gbé wá.
yof_03349_01629558772	Láti ojú fèrèsé mi, mo rí àwọn ọ̀dọ́ méjì tí wọ́n ń tami oge.
yof_00295_00872733233	Ilé ayé gba jẹ́jẹ́ ni bàbá máa ń sọ.
yof_08784_01849074300	Nínú gbogbo ìdáwọ́lé mi mo ríre.
yof_08421_02081959854	Koríko ni ewúrẹ́ máa ń jẹ.
yof_08421_01806450345	Ọ̀kan nínú àwọn òṣìṣẹ́ ní ilé-iṣẹ́ wa fẹ́ràn omi tútù.
yof_03034_02110641615	Ra àgbálùmọ́ fún mi tí o bá ń bọ̀.
yof_03349_02039935534	Ajò ò le dùn bí ilé.
yof_03349_01673975940	Ọjọ́ ọla mi ló jẹ mí lógún.
yof_07505_00715199030	Idà, àáké, àdá, ọfà àti ọ̀bẹ ni wọ́n fi ń jagun l’áyé àtijó.
yof_09334_00876655401	Aà jí ire bí, ẹ̀yin ọmọ Oòduà?
yof_06136_01949694738	Ìyá wa ṣe àkíyèsí ìwà ìmẹ́lẹ́ Ọmọṣẹwà, ó sì ti pèé lọ́pọ̀ ìgbà láti ba sọ̀rọ̀ ìjìnlẹ̀.
yof_07505_00898111970	Ìyá tó mọ ìbẹ̀rẹ̀ ayé mi kó má ṣe mọ ìgbẹ̀yin ayé mi.
yof_09334_01742135320	Símisọ́lá lorúkọ ìyàwó Adékúnlé.
yof_08421_00744771820	Olójú dúdú ni wá tẹ́lẹ̀.
yof_03034_00108964020	Tóbi ní òun ò fẹ́ rí ẹnikẹ́ni lénìí.
yof_02436_00553352779	Àwọn òṣìṣé ìjọba ti da’ṣé lẹ̀.
yof_09697_01779031125	Aṣọ kaánà ni t’ọko t’ìyàwó wọn wọ̀ lọ sí ilé ìjọsìn l’éni.
yof_02436_01178520648	Kí èdùmàrè dá èmí sí.
yof_06136_00606933345	Àpáta náà rí ràbàtà.
yof_03397_01363012169	Àwọn ọjà yìí ò tutù.
yof_07505_01073126517	Yéèpà, Ọbalùfọ̀n.
yof_02436_01068491430	Ọlọ́fin ní orúkọ ẹni tí ó tẹ ìlú Ọ̀tà dó.
yof_07505_01433868811	Kíni m̀bá ti ṣe sọ pé mo gbọ́?
yof_00295_01271831382	Ikọ́ burúkú wo ni ò ń wú báyìí.
yof_07505_01707769880	A fẹ́ kí wọ́n ó dàgbà kí wọn ó dògbó.
yof_07049_01882396928	Ọgbọ́n ló gbà tó bá ti jẹ́ ọ̀rọ̀ obìnrin.
yof_07049_01740818863	Àtakọ àtabo, èwo ni kì í ń ṣ’ọmọ.
yof_03034_01847424174	Ó figbe s’ẹ́nu pariwo.
yof_00610_02051130089	Ẹran ìgbẹ́ ni ìgalà àti àgbọ̀nrín.
yof_02121_01284646383	Oúnjẹ kékeré ló sè lọ fún-un.
yof_03349_00034880533	Wàhálà ti mo fi ara ṣe pò lénìí.
yof_05223_01066585617	Magí ti já ọbẹ̀ yẹn.
yof_03034_00744627221	Èyí wà ní ìbámu pẹ̀lú àpẹẹrẹ òkè yìí.
yof_07505_01851862734	Àrà méèrírí, mo r’órí olóńgbò l’átẹ.
yof_07505_01439149460	Ìgbákọ tí mo fẹ́ lò dà?
yof_00610_00302869340	Ẹ̀yọ̀, Gẹ̀lẹ̀dẹ́ àti Eégún ni àwọn ọdún ìbílẹ̀ tí mo fẹ́ràn jù.
yof_08784_00749352779	Bí kò bá sí èdè kò ní sí ìtakùrọ̀sọ láàárín ọmọ ẹ̀dá ádámọ̀ méjì tàbí jù bẹ́ẹ̀ lọ.
yof_09697_00634162719	Ìsọkúsọ àwọn mìíràn pọ̀ jù.
yof_03397_01325603742	Oṣhòdì ni ilé iṣẹ́ Alfa wà.
yof_02436_01058969316	Ọlárótìmí fẹ́ràn ṣẹ̀kẹ̀rẹ̀, ohun èlò tí ó fẹ́ràn láti máa lù nìyẹn.
yof_08421_01505339944	Àpò ìwé ẹ̀ wà nínú aṣọ mi.
yof_09334_00429130596	Olúwa yóò ṣọ́ ẹ di ọjọ́ ìkúnlẹ̀ o.
yof_03349_01837686344	Ohun to yàtọ̀ pátápátá ni ọ̀la jẹ́, kò sí ẹni tó mọ̀la.
yof_09697_01077479271	Sọ fún bàba ọlọ́kọ̀ kó lọ gbé àwọn èrò tó wà ní ibùsọ̀ lọ́un yẹn.
yof_08421_00295837571	Gbogbo òbí ló  ń gbàdúrà ọmọ  tó máa sanjọ́.
yof_06136_00530300363	Ẹ bá mi fi díẹ̀ sí oúnjẹ yíì.
yof_08421_01834404080	Tẹ̀là ló jẹ́ kí gbogbo ọ̀rọ̀ yí lọ́di òkòtò báyìí.
yof_05223_01891656881	Ìbàjẹ́ ènìyàn ò dáṣẹ́ ọlọ́run dúró.
yof_08421_00489798113	Mo fẹ́ jẹ’kà.
yof_03349_01156904086	Àmídà ló kúrú jù ní kílàsì.
yof_07049_00994788525	Orúkọ mi ni Àdìgún Alápòméjì.
yof_04310_00494778742	Mo ní’fẹ̀ẹ́ láti bá wọn lọ fún ìnáwó náà.
yof_02121_00017373295	Ẹkùn lè ṣe ìnàkí léṣe.
yof_03397_00348474787	Ọọ̀ purọ́, bẹ́ẹ̀ gan lọ̀rọ̀ rí.
yof_01208_01850003899	Wọ́n na Àdùnní játijàti.
yof_01208_00257305663	Màmá rán mi kí n lọ ra ẹja díndín wá ní ìsọdá.
yof_03034_00421681937	Rọra máa gbá èèyàn jàre, ṣé oò mọ̀ pé ọwọ́ rẹ máa ń dùn'yan ni?
yof_00295_01761208648	Akitiyan àwọn ajíhìnrere tí wọ́n ṣe àkọsílẹ̀ àkọtọ́ èdè Yòrùbá kò ṣe é fọwọ́ rọ́ sẹ́yìn.
yof_02121_00464496827	Aṣọ funfun méje ni ó sá sí ìta.
yof_03034_00325997819	Kí ló dé tí o ní ìkáàánú fún mi tó bẹ́ẹ̀?
yof_02121_00546763487	Kí ni ìṣẹ̀lẹ̀ tó ń da ọkàn rẹ rú?
yof_07505_01189991343	Eré orí ìtàgé náà yóò lárinrin púpọ̀.
yof_03397_01560512845	Ṣe ìlérí fún mi pé ò ní fi mí sílẹ̀.
yof_06136_00792512190	Èré orí ìtàgé ni iṣẹ́ tí Jídé Kòsókó ń ṣe.
yof_03397_01172957501	Ọmọ náà ní ìgbéraga púpọ̀.
yof_03034_02140492495	Dáfídì ní ọmọ bàba olówó ni òún jẹ́.
yof_07508_01302288082	Mo ti gba Jésù sáyé mi.
yof_09334_01071921055	Màmá mi, mo ti yó.
yof_06136_01472596302	Ẹlẹ́nu bíi ti pẹ́pẹ́yẹ ní Tamẹ́dùn.
yof_07508_02031310832	Ajíbádé fẹ́ràn obìnrin púpọ̀.
yof_08421_02013697467	Ẹ wá ra bèbí fún mi.
yof_08784_00606072434	Kìí ṣe dúndùn inú ẹnikẹ́ni kí ọmọ rẹ́ kú.
yof_00295_00701915531	Àwọn ọmọ ológbe náà náwó rẹpẹtẹ sí ayẹyẹ òkú náà.
yof_05223_01965398017	Ojúṣe àwọn olùkọ́ ni láti ríi dájú pé àwọn ọmọ tí wọn kọ́ ní òye kíkún nípa iṣẹ́ ọ̀hún.
yof_03397_00754438846	Oyún náà ti pé oṣù mẹ́jo, Ìyá Bọ́lá ò ní pẹ́ ja ẹrù náà kalẹ̀.
yof_09334_00023239105	Wọ́n máa ń lo orin dadakùádà lati fi ki oríkì ènìyàn.
yof_05223_00290108088	Inú igbó ni ẹ̀fọn máa ń wà.
yof_06136_01024096676	Wón kun àtíkè sí ọrùn Àńjọlá.
yof_04310_00716846595	Kí ni ìdí tí àwọn èyàn mìíràn fi máa ń jẹ́ àfín?
yof_07508_01882852893	Olóko ńlá ni bàbá àgbẹ̀ náà.
yof_02484_01980138009	Lára àwọn olùkọ́ tí mo ò le gbàbé ni ọ̀mọ̀wé Shèyí Kenny.
yof_09697_01329742974	Mo fi ẹnu kòó l’ẹnu.
yof_05223_01271590618	Àpadàsáburú ò ní  jẹ́ ìpín wa.
yof_07508_01633838219	Ó ń gbìyànjú láti tú mi jẹ.
yof_03349_01505782680	Àgbò náà sanra.
yof_03397_00728103925	Oní wẹ́rẹ́wẹ́rẹ́ ni Jíbọ́lá.
yof_02436_01947241225	Yèyé mi a máa bínú ní ọ̀pọ̀ ìgbà lórí ohun tí kò tó nǹkan.
yof_05223_00256406909	Òde ò wù mí lọ.
yof_03034_00063417513	Bàbá yín ò ní pẹ́ dé o.
yof_02121_02008518482	Òpópónà náà tẹ́ rẹrẹ kárí ayé.
yof_07508_00152030156	Ta ẹ̀pà fún mi kí ebi má pa mí kú.
yof_02484_01355967813	Màálù mi ti kú.
yof_00295_00236719811	Wọ́n ti lé àwọn ẹbí Ayọ̀bámi kúrò ní agboolé.
yof_07049_01942697716	Kúnlé ti lọ ra àgádàgodo wá.
yof_02436_00136590423	Ilé ìgbọ̀nsẹ̀ náà rẹwà.
yof_02121_01265466833	Ẹní bá gẹṣin nínú mi ò ní kọ’sẹ̀.
yof_06136_01769930032	Ẹniafẹ́ sọ pé Dámilọ́lá jẹ́ kí orí òún wú.
yof_07049_01701419720	Tájù àti Tọ́lá ń lọ sí Àkúrẹ́ ní ọ̀la.
yof_03349_01454035176	Ohùn ìsàlẹ̀ ni wọ́n fi ń gbé orin náà jáde.
yof_08784_00714705932	Ìyàwó wa ti kó lọ ilé ọkọ ẹ̀.
yof_00610_01710662243	Ayé ń lọ, à ń tọ̀ ọ́.
yof_07508_01952773975	Ṣé o mọ ìdí tí mo fi sọ bẹ́ ẹ̀?
yof_00295_00020329077	Fálétí ti lọ ra àwọn ṣòkòtò ní ọjà Èjìgbò.
yof_09697_00465758722	Ojúmọ́ ire, ojúmọ́ ayọ̀.
yof_03034_01108805717	Ìṣèkúṣè ni àwọn olópàá náà ń ṣe fún wa.
yof_06136_01094360780	Ìrìn àjò ẹgbẹ̀rún ọdún, ẹsẹ̀ kan la kọ́ máa gbé.
yof_03397_00215586777	Iṣẹ́ la fẹ́ ṣe, a kìí ṣ’ọ̀lẹ.
yof_02484_01292048152	Lẹ́báa títì ni a ti rí atọ́kọ̀sẹ tí ń yẹ ọkọ̀ kan wò.
yof_00295_01036172444	Ìrẹsì àti ẹja ni èmi àti Elújọbí jẹ ní òwúrọ òní.
yof_02121_00907251659	Mo ò tí ì dé Àbújá rí.
yof_03034_00245094758	Ohun gbogbo tí Ọlórun dá, dáradára ni.
yof_07505_01159479288	Ọmọ náà kò m’ará mú, àfi bíi ará oko.
yof_02484_01804504315	Lára ibi tí a dé ni ọ̀dọ̀ Aláàfin ìlú Ọ̀yọ́.
yof_09334_01365395955	Àmàlà ni Simi jẹ fún oúnjẹ ọ̀sán.
yof_09697_00233502332	Ẹlẹ́dẹ̀ náà bí ọmọ mẹ́fà péré.
yof_07049_01214603960	Òṣùwọ̀n mẹ́jọmẹ́jọ lóri omi.
yof_01208_01445895100	Ṣe o ti rí ìdí tí kò fi lè tètè ní ọ̀rẹ́bìrin?
yof_07505_01960889329	Adébọ̀wálé sọ pé òun ò mọ̀ bí aṣọ òun ṣe sọnù.
yof_00610_01053621422	Ọ̀lẹ ni ọmọ yẹn, bí mo ṣe gbọ́.
yof_03034_00023157117	Ti fèrèsé náà kí ẹfọn má baà wọlé.
yof_08421_01903647230	Gbogbo eyín Ìya Bọ̀dé ló ti yọ tán.
yof_07508_02132249236	Kátikàti bíi ọbẹ̀ onírẹsì ni gbogbo àwọn ọmọge ìsìnyín ń ṣe.
yof_03349_01182190308	Rádaràda ni gbogbo eléyìí ń ṣe.
yof_06136_01050572298	Olùṣọ́gbá ni iṣẹ́ tí mo bá ẹ rí.
yof_03397_01759774370	Dókìtà ní kí o wá sínú yàrá ìṣàyẹ̀wò.
yof_03034_00018006611	Oko obì lọ́tun, ti ọ̀gẹ̀dẹ̀ lósì.
yof_07508_00015485504	Alájápá ni iṣẹ́ tí Lọlá ń ṣe kó tó wọ iṣẹ́ Ọlọ́pàá.
yof_06136_01532254621	Wọ́n ta ọfà fun jagunjagun náà láyà.
yof_00295_00072176292	Ṣé o lè rìn kíá ju báyi lọ?
yof_06136_00798580406	Kì ń ṣe gbogbo nǹkan lèyàn ń dá sí.
yof_02436_00776893624	Onímú kékeré ni Ájàó.
yof_06136_01772505826	Ọ̀mùtí paraku ni Ọláṣayọ̀.
yof_06136_01920577611	Ẹ̀san ń bẹ fún ẹni tó bá ṣẹ̀ ìka.
yof_02436_02054636419	Ibo ni fàájì wà lálẹ́ òní?
yof_08421_00937158596	Ìmọ́tótó ṣe pàtàkì fún àti dénà ààrùn.
yof_00295_00677007677	Gẹ́rẹ́ tí wọ́n dé ọjà ni wọ́n rí wọn ní ẹ̀gbẹ́ ọ̀nà.
yof_05223_01151524736	Mo ò ní já ẹ ku’lẹ̀.
yof_03034_02139854889	Mo fẹ́ ra ọtí fún Ìya Sùlíyá.
yof_08784_00358161760	Ijó, ẹ̀rín, ayọ̀, àti ọpẹ́ ló yẹ wá.
yof_00295_01551962061	Kọ́lá ti fi ẹsẹ̀ gún ìṣó.
yof_00295_01875330645	Mo ní àǹfààní láti dé ibi tí wọ́n ti ń hun aṣọ.
yof_03034_01553782781	Ní ìgbà kan rí kò tilẹ̀ sí lítíréṣọ̀ àpilẹ̀kọ rárá débi pé wọ́n á ní ìwé ìtàn àròsọ.
yof_02121_01945338995	Iṣan apá rẹ̀ ti já.
yof_01208_01876513226	Ìjọba ìbílẹ̀ ti ń tún àwọn ọ̀nà àdúgbò wa ṣe.
yof_03034_01279003043	Ìrèti ń bẹ, bí ẹ̀mí bá ti wà.
yof_02121_00930959735	Ògúntádé ni ó gba ìwé náà wọlé.
yof_07049_00492240564	Ẹ̀kọ́ tí mo kọ́ láti ilé ló mú kí ayé mi ṣì gbádùn báyìí.
yof_03397_00377246441	Ọdún Ifá jẹ́ ọdún kan pàtàkì tí a fi ń dúpẹ́ lọ́wọ́ Elódùmarè.
yof_00610_01190059110	Wọ́n ní ká dá àjọ kí owó baà le pọ̀.
yof_06136_01392479779	A ti tọ́ka sí obì gbàǹjà àti obì àbàtà.
yof_09697_01103354325	Ata ni Bọ́láfadé ń tà láti rán ara rẹ̀ lọ sí ilé-ìwé.
yof_01208_01076239944	Ìrìn-àjò èdá  láyé Ọlọ́run ló mọ̀.
yof_00610_01630073655	Ọjà ni mò ń lọ báyìí o.
yof_07505_01542908689	Ọkunrin ńlá ni Bàba Ṣọlá tó wà ní orílẹ̀-èdè Amẹ́ríkà.
yof_09334_00964886249	Ikú á poníṣègùn bí ẹni tí o ̀m’egbò.
yof_02436_00377779380	Mo ga ní ìwọ̀n ẹsẹ̀ bàtà márun pẹ̀lú díẹ̀.
yof_07505_01517742901	Oṣù kẹwá ni Adéwùnmí yóò sẹ mọ̀-mí-n-mọ̀-ẹ́.
yof_03034_01210344257	Ohun tó ṣemí ní kàyéfi ni bí àwọn gẹ̀lẹ̀dẹ́ ṣe máa ń ní ìdí ńlá.
yof_02436_00078312783	Mo mọ bí mo ṣe ń ṣiṣẹ́ tí mo fi ń rówó.
yof_07049_02135353632	Kú iṣẹ́ takuntakun, ìwọ ọmọ yìí.
yof_07508_00122902148	Tí o bá ní jésù, ohun gbogbo lo ní.
yof_07505_02012362868	Ó darí ìpàdé náà láti ìbẹ̀rẹ̀ dé òpin.
yof_03397_01399500688	Kí Hamid máa bú èyàn rọ̀ọ́ lọ́rùn gan.
yof_07049_00235830127	Àwọn èyàn ló sọ fún nípa ìyàwó rẹ̀ tó ń s’ágbèrè.
yof_05223_00442985240	Ọtí àmupara ni Akínbọ̀dé mu ló bá ń sọ bótobòto ní òru àná.
yof_07505_01182407901	Ṣé o ti ń ṣe ǹkan oṣù?
yof_07049_01324447191	Olórí ilé ló lágbára àti dáríji ẹni tó bá dá irú ẹ̀ṣẹ̀ yìí.
yof_02121_00852633768	Mi ò gbàgbọ́ pé Tinúadé lè pa ènìyàn.
yof_00610_01911482469	Ẹni yára lòòṣà òkè ń bá dá sí tirẹ̀.
yof_07049_00304333546	Mo gbà fún ọ̀gá mi, alárẹrẹ ni wọ́n ni.
yof_02436_02103674726	Ki lo kùn sí ètè?
yof_02121_02016936916	Ohùn wa ti há.
yof_07505_01631738985	Orin dadakùádà máa ń ní ìlù lílù, ijó jíjó, ẹfẹ̀ ṣís̀e, àti oríkì.
yof_07505_01617346118	B’ólóde ò kú, òde ò lè wu gbẹ́gi.
yof_07505_01899548242	[snap] Ìròyìn agogo mẹ́sàn-án àṣálẹ́ ni bàbá ń gbó l’ọ́wọ́.
yof_01208_01560372912	Ọ̀kan-ò-jọ̀kan ìdí ni a lè tọ́ka sí pé ó ṣe okùnfà pípẹ́ lẹ́yìn ìwé ìtàn àròsọ Yorùbá.
yof_08784_01824543808	Ẹ̀ya Ìgbò ni ẹni tí Mọ̀rúfù fẹ́.
yof_00295_01286080141	Kò sí èyan rere kan lára ọmọ yẹn.
yof_02484_02051757674	Ẹja méjì ni wọ́n fi mu gààrí.
yof_09697_00726950294	Sé gbogbo ìgbà ni òtútù máa ń mú ìwọ ni?
yof_03034_00391575646	Ọ̀kan pàtàkì lára àwọn ẹ̀yà lítíréṣọ àbáláyé Yòrùbá ni eré-oníṣe àbáláyé jẹ́.
yof_02484_01983019780	Má jẹ́ kó dùn mí.
yof_06136_00680095634	Àpẹẹrẹ rere ni ó fi lé‘lẹ̀.
yof_00295_01150444066	Atá ti sá páa lórí.
yof_01208_01799282569	Ẹ yí fáànù náà sókè.
yof_09697_00875588820	Ẹ gbàdúrà kí ara wọn máa ní okun àti àláfíà.
yof_02436_00053848547	Ẹ jẹ́ kí a dá ara wa ní ara yá.
yof_06136_00295644528	Gàní ti mú kọ́kọ́rọ́ lọ.
yof_02484_01813830684	Mo kí wọn pé ‘a kú ojúmọ́’.
yof_03034_00878348105	Ó dáa kí á gbàdúrà kí a tó sùn.
yof_02121_01344246827	Ó ṣeéṣe kí ọmọ ẹ̀gbọ́n wá pá lórí bíi bàbá ẹ̀.
yof_08784_00741374779	Àwọn mélòó ló wà nínú yàrá yìíi?
