( 026_yoruba_male_headset_0081 "yii bẹrẹ pẹlu eto idupẹ" )
( 026_yoruba_male_headset_0082 "ede yoruba naa di ohun" )
( 026_yoruba_male_headset_0083 "maa ba ijọba lọ titi" )
( 026_yoruba_male_headset_0084 "lati pari iṣẹ sibi nitori" )
( 026_yoruba_male_headset_0085 "si maa lọ kọrin nile" )
( 026_yoruba_male_headset_0086 "ṣugbọn meloo iru rẹ la" )
( 026_yoruba_male_headset_0087 "iwọ oorun ilẹ afirika ya" )
( 026_yoruba_male_headset_0088 "o le dupe owo ẹsọ" )
( 026_yoruba_male_headset_0089 "ri iwe iroyin afọnrereyoruba lori" )
( 026_yoruba_male_headset_0090 "apapọ niluu eko naa gbe" )
( 026_yoruba_male_headset_0091 "ologbojo lo kọkọ ru ẹku" )
( 026_yoruba_male_headset_0092 "dagba tan ki yoo kuro" )
( 026_yoruba_male_headset_0094 "sọrọ tabi gba kọ iwe" )
( 026_yoruba_male_headset_0095 "gbogbo laasigbo aigbọra ẹni ye" )
( 026_yoruba_male_headset_0096 "olowo ori mi ọkọ ọba" )
( 026_yoruba_male_headset_0098 "yoo jẹ burẹdi yoo fiṣu" )
( 026_yoruba_male_headset_0099 "ogun ọgbọn ninu onkọrin fuji" )
( 026_yoruba_male_headset_0100 "pẹlu ade lọwọ wọ ilu" )
( 026_yoruba_male_headset_0101 "ẹsẹ lori kiko aṣọ oke" )
( 026_yoruba_male_headset_0102 "igbo a wa sọ yẹn" )
( 026_yoruba_male_headset_0103 "alakada eyi fa idiwọ die" )
( 026_yoruba_male_headset_0104 "iyaafin abiọdun ojo ọmọ oladele" )
( 026_yoruba_male_headset_0106 "ko tun mọgbọn dani ọna" )
( 026_yoruba_male_headset_0107 "pupọ jesu oluwa nṣo nipa" )
( 026_yoruba_male_headset_0109 "onkawe e wo iwa ainitiju" )
( 026_yoruba_male_headset_0111 "iroyin naa sọ wipe pipọsi" )
( 026_yoruba_male_headset_0113 "ọjọ meje laarin yin de" )
( 026_yoruba_male_headset_0115 "i rara ẹkun iyawo dadakuada" )
( 026_yoruba_male_headset_0116 "oṣu keji ọdun yi gẹgẹbi" )
( 026_yoruba_male_headset_0120 "han ọba olupo paapaa nigba" )
( 026_yoruba_male_headset_0122 "igbo igi oṣẹ wọpọ nibẹ" )
( 026_yoruba_male_headset_0123 "onimale ododo ẹni ire tilọ" )
( 026_yoruba_male_headset_0125 "ọrọ atẹnujẹ ẹgbẹkẹgbẹ fifi aidọgba" )
( 026_yoruba_male_headset_0126 "tẹ ẹ mọ ọ leti" )
